item_sku,external_product_id,external_product_id_type,item_name,brand_name,manufacturer,feed_product_type,update_delete,standard_price,quantity,product_tax_code,product_site_launch_date,restock_date,fulfillment_latency,item_condition,main_image_url,swatch_image_url,other_image_url1,other_image_url2,other_image_url3,item_type,model,part_number,bullet_point1,bullet_point2,bullet_point3,bullet_point4,bullet_point5,generic_keywords,product_description,wattage,connectivity_technology,included_components,material_type,included_features,warranty_description,warranty_type,is_portable,power_source_type,number_of_items,battery_type,are_batteries_included
101117w5s6h2,Galaxy S22+ (5G) - T-Mobile - Green - Single Sim - 256GB Premium 90,,,,334.7,0,,,,,334.7,90,CELLR178118P,,,,,,,,,,,,,,,,,,
101117w5s6h2,Galaxy S22+ (5G) - T-Mobile - Green - Single Sim - 256GB Excellent 80,,,,337.95,0,,,,,331.45,80,CELLR178118,,,,,,,,,,,,,,,,,,
101117w5s6h2,Galaxy S22+ (5G) - T-Mobile - Green - Single Sim - 256GB Excellent 100,,,,337.95,0,,,,,337.95,100,CELLR178118BMP,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Good 80,,,,286.47,0,,,,,280.96,80,CELLR178124,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Acceptable 80,,,,286.47,0,,,,,280.96,80,CELLR178124-2,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Good 100,,,,286.47,0,,,,,286.47,100,CELLR178124BMP,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Excellent 80,,,,306.23,0,,,,,300.34,80,CELLR178122,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Excellent 100,,,,306.23,0,,,,,306.23,100,CELLR178122BMP,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Premium 90,,,,317.96,0,,,,,317.96,90,CELLR178123P,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Excellent 80,,,,321.05,0,,,,,314.88,80,CELLR178123,,,,,,,,,,,,,,,,,,
101117w6x1f2,Galaxy S22+ (5G) - Verizon - Green - Single Sim - 256GB Excellent 100,,,,321.05,0,,,,,321.05,100,CELLR178123BMP,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Good 80,,,,561.55,0,,,,,550.75,80,CELLR180529,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Acceptable 80,,,,561.55,0,,,,,550.75,80,CELLR180529-2,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Good 100,,,,561.55,0,,,,,561.55,100,CELLR180529BMP,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Excellent 80,,,,582.35,0,,,,,571.15,80,CELLR180527,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Excellent 100,,,,582.35,0,,,,,582.35,100,CELLR180527BMP,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Premium 90,,,,597.35,0,,,,,597.35,90,CELLR180528P,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Excellent 80,,,,603.15,0,,,,,591.55,80,CELLR180528,,,,,,,,,,,,,,,,,,
101117x5r1e4,Galaxy S24 - AT&T - Jade Green - Single Sim - 512GB Excellent 100,,,,603.15,0,,,,,603.15,100,CELLR180528BMP,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Good 80,,,,467.95,0,,,,,458.95,80,CELLR178729,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Acceptable 80,,,,467.95,0,,,,,458.95,80,CELLR178729-2,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Good 100,,,,467.95,0,,,,,467.95,100,CELLR178729BMP,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Excellent 80,,,,488.75,0,,,,,479.35,80,CELLR178727,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Excellent 100,,,,488.75,0,,,,,488.75,100,CELLR178727BMP,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Premium 90,,,,504.65,0,,,,,504.65,90,CELLR178728P,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Excellent 80,,,,509.55,0,,,,,499.75,80,CELLR178728,,,,,,,,,,,,,,,,,,
101117x604r5,Galaxy S22 Ultra (5G) - AT&T - Phantom Black - Single Sim - 512GB Excellent 100,,,,509.55,0,,,,,509.55,100,CELLR178728BMP,,,,,,,,,,,,,,,,,,
101117x6r635,Galaxy S22 (5G) - AT&T - Green - Single Sim - 256GB Good 80,,,,259.95,0,,,,,254.95,80,CELLR177704,,,,,,,,,,,,,,,,,,
